DATE,Price
2023/4/18,2092.855833
2023/4/19,2017.935
2023/4/20,1949.7175
2023/4/21,1906.676667
2023/4/22,1862.561667
2023/4/23,1863.948333
2023/4/24,1850.079583
2023/4/25,1834.21125
2023/4/26,1894.547917
2023/4/27,1901.438333
2023/4/28,1902.68625
2023/4/29,1902.222917
2023/4/30,1907.759167
2023/5/1,1842.799583
2023/5/2,1844.377917
2023/5/3,1868.458333
2023/5/4,1893.988333
2023/5/5,1933.02125
2023/5/6,1930.8525
2023/5/7,1909.645
2023/5/8,1857.34875
2023/5/9,1844.28875
2023/5/10,1849.224583
2023/5/11,1814.770417
2023/5/12,1776.596667
2023/5/13,1802.306667
2023/5/14,1803.257917
2023/5/15,1825.398333
2023/5/16,1817.61125
2023/5/17,1814.1875
2023/5/18,1814.947083
2023/5/19,1810.302917
2023/5/20,1815.196667
2023/5/21,1813.392917
2023/5/22,1812.52125
2023/5/23,1850.6825
2023/5/24,1813.764167
2023/5/25,1794.490417
2023/5/26,1818.83625
2023/5/27,1828.098333
2023/5/28,1852.660833
2023/5/29,1899.695833
2023/5/30,1903.109583
2023/5/31,1872.325
2023/6/1,1865.42125
2023/6/2,1889.543333
2023/6/3,1899.68875
2023/6/4,1900.680417
2023/6/5,1850.64625
2023/6/6,1835.504167
2023/6/7,1860.243333
2023/6/8,1843.859583
2023/6/9,1841.4275
2023/6/10,1763.825833
2023/6/11,1753.6
2023/6/12,1741.004583
2023/6/13,1743.52125
2023/6/14,1727.712917
2023/6/15,1647.348333
2023/6/16,1681.269583
2023/6/17,1731.749583
2023/6/18,1731.299167
2023/6/19,1725.650833
2023/6/20,1744.279583
2023/6/21,1837.633333
2023/6/22,1897.887917
2023/6/23,1888.918333
2023/6/24,1887.48
2023/6/25,1900.003333
2023/6/26,1874.705
2023/6/27,1879.689167
2023/6/28,1856.81625
2023/6/29,1850.474167
2023/6/30,1889.65
2023/7/1,1921.48125
2023/7/2,1918.295417
2023/7/3,1956.834167
2023/7/4,1952.379583
2023/7/5,1921.824583
2023/7/6,1903.663333
2023/7/7,1861.45125
2023/7/8,1860.802917
2023/7/9,1867.6425
2023/7/10,1867.184583
2023/7/11,1875.470833
2023/7/12,1883.744167
2023/7/13,1910.863333
2023/7/14,1983.49
2023/7/15,1934.5875
2023/7/16,1931.820833
2023/7/17,1915.697982
2023/7/18,1901.617083
2023/7/19,1906.117083
2023/7/20,1900.381667
2023/7/21,1893.345
2023/7/22,1889.63375
2023/7/23,1877.8175
2023/7/24,1858.68125
2023/7/25,1855.090833
2023/7/26,1860.419583
2023/7/27,1871.190417
2023/7/28,1868.015
2023/7/29,1875.285757
2023/7/30,1874.056224
2023/7/31,1863.82
2023/8/1,1837.617917
2023/8/2,1851.57875
2023/8/3,1837.927083
2023/8/4,1835.060833
2023/8/5,1830.443333
2023/8/6,1830.706667
2023/8/7,1828.47
2023/8/8,1839.900833
2023/8/9,1856.03875
2023/8/10,1850.994583
2023/8/11,1846.504167
2023/8/12,1848.35125
2023/8/13,1848.54
2023/8/14,1844.848333
2023/8/15,1838.035417
2023/8/16,1821.552083
2023/8/17,1766.852083
2023/8/18,1674.74625
2023/8/19,1665.310833
2023/8/20,1672.023333
2023/8/21,1671.831667
2023/8/22,1652.211667
2023/8/23,1654.1575
2023/8/24,1663.861667
2023/8/25,1653.104583
2023/8/26,1648.957917
2023/8/27,1651.188333
2023/8/28,1646.711667
2023/8/29,1679.332083
2023/8/30,1712.35375
2023/8/31,1688.044167
2023/9/1,1637.864167
2023/9/2,1634.314583
2023/9/3,1634.745
2023/9/4,1632.09125
2023/9/5,1628.82625
2023/9/6,1630.39875
2023/9/7,1634.941667
2023/9/8,1636.50875
2023/9/9,1633.3775
2023/9/10,1622.949167
2023/9/11,1583.940417
2023/9/12,1588.177917
2023/9/13,1596.543333
2023/9/14,1623.333333
2023/9/15,1626.229583
2023/9/16,1635.539167
2023/9/17,1627.436667
2023/9/18,1638.582083
2023/9/19,1641.444583
2023/9/20,1630.667917
2023/9/21,1600.745417
2023/9/22,1592.61375
2023/9/23,1592.94
2023/9/24,1591.487083
2023/9/25,1580.421667
2023/9/26,1587.787083
2023/9/27,1598.659583
2023/9/28,1628.723333
2023/9/29,1663.641667
2023/9/30,1674.2675
2023/10/1,1682.347917
2023/10/2,1706.94875
2023/10/3,1658.824167
2023/10/4,1642.005
2023/10/5,1632.573333
2023/10/6,1632.002917
2023/10/7,1638.72
2023/10/8,1630.855
2023/10/9,1601.739583
2023/10/10,1576.69125
2023/10/11,1562.76
2023/10/12,1546.770833
2023/10/13,1545.204167
2023/10/14,1551.710833
2023/10/15,1555.181667
2023/10/16,1578.452083
2023/10/17,1579.014583
2023/10/18,1570.307917
2023/10/19,1556.711667
2023/10/20,1596.920833
2023/10/21,1612.13375
2023/10/22,1634.151667
2023/10/23,1688.981667
2023/10/24,1802.465833
2023/10/25,1788.132917
2023/10/26,1804.519167
2023/10/27,1781.89625
2023/10/28,1785.31625
2023/10/29,1787.30875
2023/10/30,1801.4175
2023/10/31,1802.48
2023/11/1,1813.079167
2023/11/2,1826.160417
2023/11/3,1800.865833
2023/11/4,1836.93875
2023/11/5,1880.289583
2023/11/6,1889.84625
2023/11/7,1883.581667
2023/11/8,1886.009167
2023/11/9,1956.301667
2023/11/10,2097.469167
2023/11/11,2060.081667
2023/11/12,2049.057083
2023/11/13,2062.057083
2023/11/14,2032.274583
2023/11/15,2005.289167
2023/11/16,2024.107083
2023/11/17,1957.916667
2023/11/18,1941.588056
