DATE,USER --> DEX,USER --> CEX,Net User,Amount --> DEX,Amount --> CEX,Net Amount ETH,Amount $ --> DEX,Amount $ --> CEX,Net Amount $
2021-02-18 00:00:00.000,-4,8,4,-165.421369519,170.583853853,5.162484334,-316000.311230028,325765.890847242,9765.579617213
2021-02-19 00:00:00.000,-2,6,4,-106.994223815,110.879416248,3.885192432,-206115.46226722,213601.172556634,7485.710289414
2021-02-20 00:00:00.000,-3,5,2,-132.767972604,190.488208021,57.720235418,-265110.760213544,379964.641330032,114853.881116488
2021-02-21 00:00:00.000,-5,8,3,-328.396792323,516.803547506,188.406755183,-638470.358101861,1005439.53097853,366969.172876669
2021-02-22 00:00:00.000,-3,7,4,-193.532718896,384.060532746,190.52781385,-352916.437696876,690399.266155776,337482.828458899
2021-02-23 00:00:00.000,-2,4,2,-66.971980113,463.80696221,396.834982097,-108253.175435833,736867.120124474,628613.944688641
2021-02-24 00:00:00.000,-5,9,4,-269.921297143,426.257220203,156.33592306,-442664.071585207,698097.252863977,255433.18127877
2021-02-25 00:00:00.000,-3,8,5,-323.316111217,386.634129776,63.318018558,-524079.163930496,624982.371966839,100903.208036343
2021-02-26 00:00:00.000,-3,6,3,-42.069538073,158.481507182,116.411969109,-63670.106380469,235161.926122684,171491.819742215
2021-02-27 00:00:00.000,-3,8,5,-151.509824761,196.30495702,44.79513226,-226092.069028607,292781.352621162,66689.283592555
2021-02-28 00:00:00.000,-5,8,3,-180.535306499,159.387967695,-21.147338803,-257168.980702079,226508.03423896,-30660.946463119
2021-03-01 00:00:00.000,-5,9,4,-294.34909909,404.604992015,110.255892925,-440888.307888921,603422.916454492,162534.60856557
2021-03-02 00:00:00.000,-6,9,3,-226.67980607,322.942679734,96.262873665,-353925.094888477,504927.436612844,151002.341724367
2021-03-03 00:00:00.000,-3,7,4,-160.256282899,174.607554752,14.351271853,-254444.333806015,277282.245762847,22837.911956833
2021-03-04 00:00:00.000,-3,5,2,-200.083183528,209.830531496,9.747347968,-315437.046731963,330746.786845146,15309.740113183
2021-03-05 00:00:00.000,-3,9,6,-473.349713401,501.075420059,27.725706658,-703812.626822407,745034.393389744,41221.766567336
2021-03-06 00:00:00.000,-2,9,7,-252.021399004,261.539601094,9.51820209,-394825.018423052,409898.755499515,15073.737076464
2021-03-07 00:00:00.000,-5,8,3,-247.849374681,257.904135185,10.054760504,-413414.491401465,430141.833295279,16727.341893815
2021-03-08 00:00:00.000,-4,7,3,-333.542262519,341.53422928,7.991966761,-584590.493929944,598481.586860368,13891.092930424
2021-03-09 00:00:00.000,-2,8,6,-523.495009354,576.63367411,53.138664756,-959202.334837183,1056833.04011468,97630.705277493
2021-03-10 00:00:00.000,-6,8,2,-329.181282257,345.405633277,16.22435102,-603462.780686896,633365.969813956,29903.18912706
2021-03-11 00:00:00.000,-24,24,0,-360.993557297,371.892175616,10.898618319,-648356.057107634,668088.335901944,19732.27879431
2021-03-12 00:00:00.000,-17,19,2,-217.532013405,226.313946653,8.781933248,-386959.858511603,402302.861666053,15343.00315445
2021-03-13 00:00:00.000,-18,17,-1,-230.432974302,240.9068473,10.473872999,-431242.259402008,450540.91418115,19298.654779141
2021-03-14 00:00:00.000,-23,22,-1,-249.909880847,243.534715464,-6.375165383,-469361.533478487,457153.169112892,-12208.364365595
2021-03-15 00:00:00.000,-26,25,-1,-406.925891279,420.611289767,13.685398488,-739804.340055832,764340.901608193,24536.561552361
2021-03-16 00:00:00.000,-20,19,-1,-396.417698762,417.598080366,21.180381604,-703216.636447308,740847.263116787,37630.626669479
2021-03-17 00:00:00.000,-16,17,1,-199.64862856,207.693326901,8.044698341,-359554.321663745,373862.276549404,14307.954885658
2021-03-18 00:00:00.000,-16,17,1,-221.198405162,340.276181575,119.077776413,-402263.040528471,621046.65511472,218783.614586249
2021-03-19 00:00:00.000,-21,19,-2,-293.71640812,302.178889507,8.462481386,-528734.671825904,543932.677420864,15198.00559496
2021-03-20 00:00:00.000,-17,18,1,-217.410844734,1709.381083214,1491.97023848,-401023.446606407,3163778.43072176,2762754.98411535
2021-03-21 00:00:00.000,-16,17,1,-316.864023939,329.187843773,12.323819834,-567583.400383868,589472.295693788,21888.895309921
2021-03-22 00:00:00.000,-15,18,3,-263.613617605,281.830435025,18.21681742,-468276.839158066,500739.449740484,32462.610582418
2021-03-23 00:00:00.000,-14,14,0,-208.062039801,212.088707562,4.026667761,-353960.051737752,360301.050520079,6340.998782328
2021-03-24 00:00:00.000,-15,17,2,-254.246244012,273.295691718,19.049447706,-433081.303202077,465521.430272314,32440.127070237
2021-03-25 00:00:00.000,-8,9,1,-95.373383772,98.409326838,3.035943066,-162570.732627909,167745.714041662,5174.981413753
2021-03-26 00:00:00.000,-14,15,1,-165.34867346,171.317421669,5.968748209,-264002.468834292,273532.416852775,9529.948018482
2021-03-27 00:00:00.000,-15,14,-1,-225.967512267,237.892490375,11.924978109,-368684.133731973,388140.692684538,19456.558952565
2021-03-28 00:00:00.000,-14,12,-2,-172.620944886,176.964779476,4.34383459,-281644.92714395,288732.24193951,7087.31479556
2021-03-29 00:00:00.000,-17,16,-1,-208.799080394,219.768104695,10.9690243,-355305.656738564,375001.133597312,19695.476858748
2021-03-30 00:00:00.000,-17,15,-2,-211.967244191,221.649907991,9.6826638,-362843.634133367,379418.331486114,16574.697352746
2021-03-31 00:00:00.000,-11,13,2,-111.427340737,114.102377472,2.675036736,-207744.052774839,212867.741726395,5123.688951556
2021-04-01 00:00:00.000,-20,21,1,-377.151919646,395.501536953,18.349617307,-735602.460665519,771505.745850464,35903.285184945
2021-04-02 00:00:00.000,-14,16,2,-243.014685466,237.674707619,-5.339977847,-496744.578377166,485698.465387006,-11046.11299016
2021-04-03 00:00:00.000,-22,22,0,-358.591449656,376.510313441,17.918863785,-750946.907223703,788081.006097332,37134.098873628
2021-04-04 00:00:00.000,-16,17,1,-242.261213888,251.954226238,9.69301235,-499730.622717983,519058.740518567,19328.117800584
2021-04-05 00:00:00.000,-18,19,1,-366.704098207,376.309502573,9.605404366,-749044.55325718,769243.74850668,20199.1952495
2021-04-06 00:00:00.000,-16,20,4,-259.932421051,270.647031089,10.714610037,-542812.113518873,565072.623517642,22260.509998769
2021-04-07 00:00:00.000,-15,19,4,-289.346260061,312.036941259,22.690681198,-585329.611369325,631074.50892578,45744.897556455
2021-04-08 00:00:00.000,-16,18,2,-211.981884531,230.023402561,18.041518029,-431314.246189938,467888.556348509,36574.310158571
2021-04-09 00:00:00.000,-13,14,1,-139.531599085,145.01085386,5.479254775,-289506.604520051,300867.899949585,11361.295429533
2021-04-10 00:00:00.000,-13,12,-1,-188.368599949,186.955085193,-1.413514755,-401989.424050038,398509.714358497,-3479.709691541
2021-04-11 00:00:00.000,-11,12,1,-116.581184417,112.574694865,-4.006489552,-250324.754882903,241681.003380443,-8643.75150246
2021-04-12 00:00:00.000,-8,11,3,-103.29053073,114.609242986,11.318712255,-222804.759784222,247173.146516975,24368.386732753
2021-04-13 00:00:00.000,-13,12,-1,-187.73978812,195.98667241,8.24688429,-418647.508209283,436886.668217385,18239.160008102
2021-04-14 00:00:00.000,-12,13,1,-616.149006137,154.910804942,-461.238201195,-1425811.76315746,363146.491423866,-1062665.27173359
2021-04-15 00:00:00.000,-10,8,-2,-111.319629319,114.300309639,2.98068032,-273906.55658679,281486.524578339,7579.96799155
2021-04-16 00:00:00.000,-11,12,1,-275.324408861,268.975799602,-6.348609258,-674902.002059149,658614.866108245,-16287.135950903
2021-04-17 00:00:00.000,-11,13,2,-220.042147924,221.791692924,1.749545,-534264.216080114,538347.66097472,4083.444894606
