DATE,INFLOW_USD,OUTFLOW_USD,TOTAL_USD_VOLUME
2021/11/7,2042800.659,2986451.187,5029251.845
2021/11/8,3518024.612,2439378.973,5957403.585
2021/11/9,1248430.945,354061.4341,1602492.38
2021/11/10,1443049.564,279030.0172,1722079.581
2021/11/11,637020.8205,286842.6568,923863.4773
2021/11/12,2133257.527,664044.3837,2797301.911
2021/11/13,495833.8326,338040.1652,833873.9977
2021/11/14,327217.4972,209015.8829,536233.3801
2021/11/15,614262.9173,144136.1885,758399.1058
2021/11/16,3077020.081,3323465.482,6400485.563
2021/11/17,6921125.974,5705260.342,12626386.32
2021/11/18,1237472.756,231841.8152,1469314.571
2021/11/19,614985.7996,324515.6274,939501.427
2021/11/20,398956.7212,219097.9789,618054.7001
2021/11/21,1416286.633,196589.2316,1612875.864
2021/11/22,2052897.609,1180285.252,3233182.861
2021/11/23,1105484.718,123982.1541,1229466.872
2021/11/24,340251.3452,190654.9379,530906.2831
2021/11/25,1011901.34,184939.9135,1196841.253
2021/11/26,1769492.878,422458.0067,2191950.884
2021/11/27,645116.6824,109189.4401,754306.1225
2021/11/28,1266335.23,72717.14223,1339052.372
2021/11/29,6426909.481,5750845.363,12177754.84
2021/11/30,862372.6747,112145.3284,974518.0031
2021/12/1,1720243.731,145096.875,1865340.606
2021/12/2,1175388.377,130065.8231,1305454.2
2021/12/3,1232136.264,186303.9527,1418440.217
2021/12/4,2808863.076,378965.9949,3187829.071
2021/12/5,7699145.354,6708163.116,14407308.47
2021/12/6,636910.9942,226224.5816,863135.5758
2021/12/7,473835.1729,129008.0416,602843.2145
2021/12/8,2564045.025,1189862.987,3753908.012
2021/12/9,397399.4474,82767.95562,480167.403
2021/12/10,405452.745,150785.8095,556238.5545
2021/12/11,578201.8089,135469.0409,713670.8498
2021/12/12,276570.7387,100568.9789,377139.7176
2021/12/13,631321.0476,136119.5146,767440.5622
2021/12/14,199711.0605,112413.0981,312124.1586
2021/12/15,371094.1833,65123.07166,436217.255
2021/12/16,465488.9334,61463.99124,526952.9247
2021/12/17,7899555.312,5518414.92,13417970.23
2021/12/18,221411.4029,33186.42198,254597.8249
2021/12/19,161231.7363,8107.104157,169338.8404
2021/12/20,1518505.411,238470.3,1756975.711
2021/12/21,1450366.112,155809.5172,1606175.629
2021/12/22,1083770.145,768967.6895,1852737.834
2021/12/23,7356599.09,6068964.451,13425563.54
2021/12/24,436723.8116,107252.0154,543975.8269
2021/12/25,570522.8467,124676.3186,695199.1652
2021/12/26,38373.81725,83568.95906,121942.7763
2021/12/27,648501.8341,346580.4606,995082.2947
2021/12/28,858168.8133,133163.7621,991332.5754
2021/12/29,628523.2966,126036.5465,754559.843
2021/12/30,688429.2819,270340.8216,958770.1036
2021/12/31,87256.111,310342.092,397598.203
2022/1/1,822358.1762,285729.3784,1108087.555
2022/1/2,505778.1954,144644.6615,650422.8569
2022/1/3,104936.2265,3169128.372,3274064.599
2022/1/4,325289.9493,229952.0844,555242.0337
2022/1/5,8905077.769,7128855.379,16033933.15
2022/1/6,1369693.616,221518.5172,1591212.134
2022/1/7,1996333.331,123561.7178,2119895.049
2022/1/8,1207362.797,1293759.513,2501122.31
2022/1/9,259024.095,166838.1768,425862.2718
2022/1/10,915519.7986,4860733.347,5776253.146
2022/1/11,397415.9112,97255.84213,494671.7533
2022/1/12,760447.9188,1758455.329,2518903.248
2022/1/13,612991.4952,234956.0051,847947.5003
2022/1/14,6803059.9,4242635.992,11045695.89
2022/1/15,1292029.255,71591.00665,1363620.261
2022/1/16,807375.1996,69563.67555,876938.8751
2022/1/17,1206931.237,3865355.453,5072286.69
2022/1/18,539379.1816,141379.3773,680758.5589
2022/1/19,485339.7371,212953.2241,698292.9612
2022/1/20,727429.7818,314216.9201,1041646.702
2022/1/21,1410449.133,165671.1352,1576120.268
2022/1/22,7334606.953,3829289.574,11163896.53
2022/1/23,833625.492,124355.4962,957980.9882
2022/1/24,1956259.553,181926,2138185.553
2022/1/25,5518005.932,3535686.542,9053692.474
2022/1/26,824381.8455,2554568.022,3378949.868
2022/1/27,2241991.283,1021239.553,3263230.837
2022/1/28,6833707.639,5023765.895,11857473.53
2022/1/29,1275790.795,1781938.161,3057728.956
2022/1/30,1604917.217,747699.0021,2352616.219
2022/1/31,699402.8825,365169.3298,1064572.212
2022/2/1,875631.9234,1377091.561,2252723.485
2022/2/2,264064.0293,536189.7168,800253.7461
2022/2/3,475190.8454,305443.272,780634.1174
2022/2/4,3476346.035,3201574.982,6677921.017
2022/2/5,6253032.892,5197432.992,11450465.88
2022/2/6,279005.3256,411928.2933,690933.6189
2022/2/7,5260955.87,4809202.421,10070158.29
2022/2/8,893883.1555,418314.9882,1312198.144
