DATE,TOTAL_USD_VOLUME_cex,TOTAL_USD_VOLUME_dex
2022/11/27,178542.2458,1633140224.0
2022/11/28,155657.9094,1887461397.0
2022/11/29,691727.2749,1665684291.0
2022/11/30,2779405.266,2517302325.0
2022/12/1,2032333.469,1491977992.0
2022/12/2,1021608.468,1598778236.0
2022/12/3,64879.99194,1220782707.0
2022/12/4,247838.1528,1024483645.0
2022/12/5,372248.9789,1616433926.0
2022/12/6,127949.2552,1507769070.0
2022/12/7,22022700.91,1508185378.0
2022/12/8,121977.3954,1809874603.0
2022/12/9,210357.0196,1309736519.0
2022/12/10,53072.32439,825280785.9
2022/12/11,103174.5868,1144162707.0
2022/12/12,1998965.871,1534279032.0
2022/12/13,5463967.639,3487474676.0
2022/12/14,109942.7732,2440377072.0
2022/12/15,408591.0036,2149496415.0
2022/12/16,86049.53087,3468796172.0
2022/12/17,1313514.122,2316981185.0
2022/12/18,53218.03618,1895791563.0
2022/12/19,597473.0125,2537527446.0
2022/12/20,4961689.597,1912104308.0
2022/12/21,2586998.042,1891663718.0
2022/12/22,542748.3857,1571951732.0
2022/12/23,285969.4589,1640297726.0
2022/12/24,21980.35531,1538955299.0
2022/12/25,322719.1865,968691021.9
2022/12/26,39981.4163,1209623089.0
2022/12/27,558534.7673,1499328554.0
2022/12/28,719199.8295,2225282951.0
2022/12/29,439939.6449,1869689774.0
2022/12/30,37238.64773,1505318827.0
2022/12/31,482488.2303,1918021322.0
2023/1/1,1386283.677,1717257788.0
2023/1/2,28064.46799,1430381927.0
2023/1/3,157540.0824,1838663965.0
2023/1/4,8716317.272,2313641385.0
2023/1/5,37244.5418,1576458895.0
2023/1/6,150586.9614,1929045297.0
2023/1/7,87644.44207,977907346.4
2023/1/8,4365308.335,1318066795.0
2023/1/9,1156350.496,3393372745.0
2023/1/10,1103429.802,2150972676.0
2023/1/11,1646940.778,2100089678.0
2023/1/12,6106940.753,4371447510.0
2023/1/13,46195.45413,3156547201.0
2023/1/14,3197912.929,3652435828.0
2023/1/15,1724076.563,2540129496.0
2023/1/16,9519090.454,3989083738.0
2023/1/17,97064.17799,2554690811.0
2023/1/18,540788.7086,3573675178.0
2023/1/19,606001.6047,1783339068.0
2023/1/20,272469.466,1683734115.0
2023/1/21,287324.3539,3365337032.0
2023/1/22,693685.7478,2462643355.0
2023/1/23,1345309.783,2159522841.0
2023/1/24,582040.7387,2214229265.0
2023/1/25,3848627.442,2684145286.0
2023/1/26,3330371.425,2439092282.0
2023/1/27,319642.7665,1923810235.0
2023/1/28,137396.6117,1082025289.0
2023/1/29,123418.2073,1397428339.0
2023/1/30,1559685.255,2077606125.0
2023/1/31,723720.2598,1670704211.0
2023/2/1,768193.6242,1903313442.0
2023/2/2,1189589.839,2748726924.0
2023/2/3,4616019.431,1947725865.0
2023/2/4,629380.9627,1825162310.0
2023/2/5,643587.6071,2014248554.0
2023/2/6,870558.2234,1522794768.0
2023/2/7,920068.1953,1644463008.0
2023/2/8,1135498.548,1970384512.0
2023/2/9,5626912.238,2408801066.0
2023/2/10,741118.1896,3723634201.0
2023/2/11,174514.5853,2360288205.0
2023/2/12,204312.7692,1460908953.0
2023/2/13,10797031.16,2169884605.0
2023/2/14,623866.3781,2075150067.0
2023/2/15,745417.9047,1783172126.0
2023/2/16,593344.3383,2865815627.0
2023/2/17,1007653.469,3012177827.0
2023/2/18,402438.8811,2227376593.0
2023/2/19,1387380.842,2295993626.0
2023/2/20,830350.041,2336073202.0
2023/2/21,1347155.363,2981876339.0
2023/2/22,1277456.566,2412099407.0
2023/2/23,553285.6912,3653285116.0
2023/2/24,181170.3096,2572652728.0
2023/2/25,970662.3317,1844499486.0
2023/2/26,270217.0836,1210212159.0
2023/2/27,245632.6888,1823534395.0
2023/2/28,497304.5098,3001555852.0
2023/3/1,230085.7833,2559169885.0
2023/3/2,341806.7394,1467677116.0
2023/3/3,326633.6309,2063198942.0
2023/3/4,102798.1917,1275077561.0
2023/3/5,148621.9971,1031646578.0
2023/3/6,579616.1457,930211221.4
2023/3/7,224163.114,1448928904.0
2023/3/8,255627.5391,1332063385.0
2023/3/9,949060.6965,2003885901.0
2023/3/10,16668247.11,3340301763.0
2023/3/11,262703798.7,14293466447.0
2023/3/12,47772623.64,2180253875.0
2023/3/13,9634054.115,4722521204.0
2023/3/14,10563015.68,3953789178.0
2023/3/15,10748324.35,4001998218.0
2023/3/16,356988.0399,2920569271.0
2023/3/17,322437.3953,4477700546.0
2023/3/18,314852.7041,3764376847.0
2023/3/19,4607870.148,2947845948.0
2023/3/20,13871856.16,3736317617.0
2023/3/21,1996116.078,3218372681.0
2023/3/22,210571.0978,4536475073.0
2023/3/23,376547.8633,5001149314.0
2023/3/24,500476.1098,3004322693.0
2023/3/25,2946273.702,2871196124.0
2023/3/26,3293356.162,2354584422.0
2023/3/27,3032930.666,2271473744.0
2023/3/28,274303.1468,2456823497.0
2023/3/29,164027.9599,2070951444.0
2023/3/30,5888715.276,1564602801.0
2023/3/31,158040.5096,2128037023.0
2023/4/1,2102899.753,1562726112.0
2023/4/2,279411.3477,1758427426.0
2023/4/3,292611.6058,1759435984.0
2023/4/4,192455.8295,1685360914.0
2023/4/5,379203.0641,2057966774.0
2023/4/6,338593.2336,1110327210.0
2023/4/7,448660.6047,822067018.9
2023/4/8,135107.9701,915475054.1
2023/4/9,86790.38482,1811666056.0
2023/4/10,153927.8585,1728345296.0
2023/4/11,138207.3065,2372317153.0
2023/4/12,17758222.71,2996845654.0
2023/4/13,532899.4878,1748886398.0
2023/4/14,8308863.461,2926617890.0
2023/4/15,410982.542,1369961987.0
2023/4/16,1133084.643,1727910479.0
2023/4/17,5266446.692,1823895379.0
2023/4/18,1951219.849,1653791200.0
2023/4/19,2770587.094,1491453595.0
2023/4/20,544734.731,1564826447.0
2023/4/21,3185673.72,1776582043.0
2023/4/22,370724.2081,775194995.2
2023/4/23,2543340.272,531347731.6
2023/4/24,2002282.424,940703696.6
2023/4/25,2373307.01,1219500119.0
2023/4/26,1653422.214,1591991689.0
2023/4/27,393466.6594,1375254210.0
2023/4/28,546260.7264,675491089.0
2023/4/29,403846.651,513584839.5
2023/4/30,685830.1417,602778573.6
2023/5/1,2190645.524,1054852148.0
2023/5/2,1457980.705,815983569.9
2023/5/3,2214448.461,1373098365.0
2023/5/4,3161300.565,917153687.6
2023/5/5,5578728.275,2549510406.0
2023/5/6,19241712.64,3927129720.0
2023/5/7,5781061.952,1659900681.0
2023/5/8,35754853.87,1499897169.0
2023/5/9,3237253.726,1109069275.0
2023/5/10,18508260.02,1151494827.0
2023/5/11,25358132.05,1579127085.0
2023/5/12,11418833.0,1338794798.0
2023/5/13,2056625.489,1716413745.0
2023/5/14,874864.3127,532909194.3
2023/5/15,4734344.286,773526965.1
2023/5/16,3819752.987,590607351.2
2023/5/17,9167741.601,857179879.4
2023/5/18,2079509.35,693985168.4
2023/5/19,5777257.232,764410875.3
2023/5/20,6110726.124,693541844.5
2023/5/21,2919793.736,1038323560.0
2023/5/22,4622918.855,822792755.7
2023/5/23,3832605.899,1206196196.0
2023/5/24,3074378.102,1178852385.0
2023/5/25,4136587.804,855144558.1
2023/5/26,7126669.753,1182774394.0
2023/5/27,1502311.387,669591068.9
2023/5/28,11356902.46,1309304835.0
2023/5/29,1420799.723,1254254893.0
2023/5/30,1400973.657,1113322925.0
2023/5/31,4132529.177,1165164986.0
2023/6/1,1085874.813,1561048718.0
2023/6/2,2264933.865,1069046181.0
2023/6/3,812196.762,860385116.4
2023/6/4,1060237.515,805610162.9
2023/6/5,1196420.702,1384668015.0
2023/6/6,3407917.642,1923207542.0
2023/6/7,3634034.647,1119585523.0
2023/6/8,2965733.701,687795450.2
2023/6/9,848640.2603,816351547.7
2023/6/10,6921035.275,1512043959.0
2023/6/11,3277004.884,1334672585.0
2023/6/12,6427537.048,2556920207.0
2023/6/13,4236093.319,1315557783.0
2023/6/14,15868104.19,2454001483.0
2023/6/15,9793180.984,2924374671.0
2023/6/16,4919566.755,2510712230.0
2023/6/17,2035566.888,2673471073.0
2023/6/18,1691188.935,1127390510.0
2023/6/19,6101109.835,1991350420.0
2023/6/20,3588287.558,2896387696.0
2023/6/21,5779301.514,4282866565.0
2023/6/22,58632057.4,3439938934.0
2023/6/23,4362340.059,2667446101.0
2023/6/24,630732.6475,2106080240.0
2023/6/25,445091.8816,2071230938.0
2023/6/26,482087.0858,1986218972.0
2023/6/27,1121224.78,1611654520.0
2023/6/28,7035578.71,1651858725.0
2023/6/29,825434.079,1092683382.0
2023/6/30,2894946.995,1850516627.0
2023/7/1,4327472.63,1797164708.0
