DATE,INFLOW_USD,OUTFLOW_USD,TOTAL_USD_VOLUME
00:00.0,901931934.2,25816.29812,901957750.5
00:00.0,1122625453,225426.3434,1122850879
00:00.0,892124475,19027.51804,892143502.5
00:00.0,1535508015,74276.77224,1535582292
00:00.0,1291019974,125082.2788,1291145056
00:00.0,1546029096,16880.10498,1546045976
00:00.0,1388284339,21021.81906,1388305361
00:00.0,1037655182,88027.0911,1037743209
00:00.0,1317798394,18935.58681,1317817329
00:00.0,1664260244,66520.70411,1664326765
00:00.0,1524840742,25527.6376,1524866270
00:00.0,1219998510,41762.26168,1220040272
00:00.0,1398423967,1346.625659,1398425314
00:00.0,1117620051,8872.364002,1117628923
00:00.0,1495064887,139085.0393,1495203972
00:00.0,1384089430,80907.19647,1384170337
00:00.0,1855501997,30246.5821,1855532244
00:00.0,1851661638,3451.912761,1851665090
00:00.0,2255675191,10212009.1,2265887200
00:00.0,1656593417,2153407.138,1658746824
00:00.0,1089517007,2988.930027,1089519996
00:00.0,381034181.7,22259.84173,381056441.5
00:00.0,606738514.8,39990.29418,606778505.1
00:00.0,816057351.6,8001.729503,816065353.3
00:00.0,712587272.8,32639.97917,712619912.8
00:00.0,2165048907,39109.27438,2165088016
00:00.0,1972078651,25037.20777,1972103688
00:00.0,849357681.2,6845.221605,849364526.5
00:00.0,835918505.9,3106.70908,835921612.6
00:00.0,1619641985,293063.0918,1619935048
00:00.0,1383271444,2088614.293,1385360058
00:00.0,927677544,4220.925443,927681764.9
00:00.0,900697412.1,6854.38803,900704266.5
00:00.0,858605577.6,7970.926545,858613548.5
00:00.0,699893517.9,20140.60606,699913658.5
00:00.0,1149742450,11411.76536,1149753862
00:00.0,1803285206,1047297.829,1804332504
00:00.0,2576201431,1814.118294,2576203246
00:00.0,2977253371,21746.04067,2977275117
00:00.0,2345082497,1387.610248,2345083885
00:00.0,2540740370,71252.49056,2540811623
00:00.0,3125490222,34956.22687,3125525178
00:00.0,2234350212,23603.97857,2234373816
00:00.0,2398856043,33649.74509,2398889693
00:00.0,2314970615,75571.93105,2315046187
00:00.0,2943941888,61956.08015,2944003844
00:00.0,1601762404,157503.4161,1601919908
00:00.0,2660081164,1704937.014,2661786101
00:00.0,1631647414,35836.4926,1631683250
00:00.0,1338309511,11439.27484,1338320950
00:00.0,2491815496,20761.72665,2491836258
00:00.0,4317560480,708849.5954,4318269330
00:00.0,4292474126,415591.4213,4292889717
00:00.0,3575829562,321000.1044,3576150562
00:00.0,2372231924,277696.1921,2372509620
00:00.0,2550458748,1478782.876,2551937531
00:00.0,1813030915,143986.1311,1813174901
00:00.0,2414772137,64883.24334,2414837020
00:00.0,1865748685,127137.9684,1865875823
00:00.0,1237019026,18456.56042,1237037482
00:00.0,1561400146,123188.8927,1561523335
00:00.0,788020439.9,14457.40926,788034897.3
00:00.0,638717423.8,24807.59098,638742231.4
00:00.0,1152584885,2834.954024,1152587720
00:00.0,1897845500,252822.8015,1898098322
00:00.0,1951709564,43830.92169,1951753395
00:00.0,2332849762,68521.55202,2332918284
00:00.0,2402605256,109876.8912,2402715133
00:00.0,2427752889,39663.21967,2427792552
00:00.0,1899799329,47458.79261,1899846787
00:00.0,1633135305,4919.421866,1633140224
00:00.0,1887373315,88081.78487,1887461397
00:00.0,1665675715,8575.841966,1665684291
00:00.0,2517293379,8945.960936,2517302325
00:00.0,1491970138,7854.282139,1491977992
00:00.0,1598774958,3277.88624,1598778236
00:00.0,1220772423,10284.04084,1220782707
00:00.0,1024455420,28224.83954,1024483645
00:00.0,1616424698,9228.444652,1616433926
00:00.0,1507739767,29303.59557,1507769070
00:00.0,1508132367,53010.36984,1508185378
00:00.0,1809832696,41907.0429,1809874603
00:00.0,1309714574,21944.60362,1309736519
00:00.0,825271326.1,9459.86174,825280785.9
00:00.0,1144105767,56940.29003,1144162707
00:00.0,1534269577,9454.984063,1534279032
00:00.0,3487447770,26906.43573,3487474676
00:00.0,2440285399,91673.36171,2440377072
00:00.0,2149426984,69431.47997,2149496415
00:00.0,3468183941,612230.5877,3468796172
00:00.0,2316977632,3552.26115,2316981185
00:00.0,1895780348,11214.83347,1895791563
00:00.0,2537514838,12607.88704,2537527446
00:00.0,1912092330,11977.89269,1912104308
00:00.0,1891638530,25188.35732,1891663718
00:00.0,1571909970,41762.2609,1571951732
00:00.0,1640294891,2835.114964,1640297726
00:00.0,1538935596,19703.22143,1538955299
00:00.0,968439877,251144.9008,968691021.9
00:00.0,1209615496,7592.929671,1209623089
00:00.0,1499140576,187977.4527,1499328554
00:00.0,2225031963,250987.3965,2225282951
00:00.0,1869444703,245070.6937,1869689774
00:00.0,1505302120,16707.00083,1505318827
00:00.0,1918005275,16046.71303,1918021322
00:00.0,1717236087,21701.66719,1717257788
00:00.0,1430331330,50597.2089,1430381927
00:00.0,1838628136,35828.47119,1838663965
00:00.0,2313595461,45924.1071,2313641385
00:00.0,1576228051,230843.9239,1576458895
00:00.0,1929024927,20369.60859,1929045297
00:00.0,977891776.7,15569.74702,977907346.4
00:00.0,1318031502,35293.81671,1318066795
00:00.0,3393035680,337065.118,3393372745
00:00.0,2150770157,202518.7481,2150972676
00:00.0,2099889930,199748.1604,2100089678
00:00.0,4365731422,5716087.391,4371447510
00:00.0,3156543224,3976.462557,3156547201
00:00.0,3652383839,51988.88588,3652435828
00:00.0,2540107793,21703.1437,2540129496
00:00.0,3988855048,228690.3783,3989083738
00:00.0,2554533652,157158.8709,2554690811
00:00.0,3573624932,50245.65279,3573675178
00:00.0,1783319750,19318.30074,1783339068
00:00.0,1683543218,190897.0897,1683734115
00:00.0,3365235467,101565.2856,3365337032
00:00.0,2462603601,39753.91128,2462643355
00:00.0,2159287475,235365.3843,2159522841
00:00.0,2214167747,61517.94783,2214229265
00:00.0,2684046717,98569.16827,2684145286
00:00.0,2438726578,365704.4626,2439092282
00:00.0,1923554802,255433.4037,1923810235
00:00.0,1081967866,57422.41523,1082025289
00:00.0,1397391581,36757.77847,1397428339
00:00.0,2077472233,133892.2549,2077606125
00:00.0,1670689079,15132.14587,1670704211
00:00.0,1903292037,21404.97469,1903313442
00:00.0,2746265210,2461714.066,2748726924
00:00.0,1946485967,1239897.578,1947725865
00:00.0,1824856803,305506.6791,1825162310
00:00.0,2014223237,25316.89545,2014248554
00:00.0,1522783629,11139.02308,1522794768
00:00.0,1644345780,117228.5242,1644463008
00:00.0,1970262639,121873.6565,1970384512
00:00.0,2408761525,39541.41316,2408801066
00:00.0,3723594181,40020.29615,3723634201
00:00.0,2360235820,52385.41491,2360288205
00:00.0,1460571362,337590.7546,1460908953
00:00.0,2169870218,14386.87883,2169884605
00:00.0,2074538468,611598.876,2075150067
00:00.0,1783102582,69544.03301,1783172126
00:00.0,2865737628,77999.5719,2865815627
00:00.0,3012025105,152722.2362,3012177827
00:00.0,2227287718,88875.38852,2227376593
00:00.0,2295950962,42664.1038,2295993626
00:00.0,2335830323,242879.4443,2336073202
00:00.0,2981570146,306193.5368,2981876339
00:00.0,2411996840,102567.1397,2412099407
00:00.0,3653232980,52135.52217,3653285116
00:00.0,2572429747,222980.8797,2572652728
00:00.0,1844318151,181335.0096,1844499486
00:00.0,1209141944,1070215.052,1210212159
00:00.0,1823333649,200746.3505,1823534395
00:00.0,3001530488,25363.7457,3001555852
00:00.0,2559102496,67389.3509,2559169885
00:00.0,1467656632,20483.88159,1467677116
00:00.0,2063048446,150496.0668,2063198942
00:00.0,1275021765,55795.94578,1275077561
00:00.0,1031230677,415901.9405,1031646578
00:00.0,929865018.2,346203.2076,930211221.4
00:00.0,1448893890,35014.46002,1448928904
00:00.0,1331637892,425493.2806,1332063385
00:00.0,2003755540,130360.7507,2003885901
00:00.0,3340060165,241597.8759,3340301763
00:00.0,14292466828,999619.2446,14293466447
00:00.0,2179983927,269947.3763,2180253875
00:00.0,4720668308,1852896.55,4722521204
00:00.0,3953083969,705208.5168,3953789178
00:00.0,4001325027,673190.601,4001998218
00:00.0,2920205459,363811.6166,2920569271
00:00.0,4477678050,22496.69867,4477700546
00:00.0,3764207089,169758.4796,3764376847
00:00.0,2947838364,7583.871324,2947845948
00:00.0,3735528151,789465.5123,3736317617
00:00.0,3218255432,117248.5372,3218372681
00:00.0,4535901232,573841.5406,4536475073
00:00.0,5000362088,787226.0473,5001149314
00:00.0,3003831903,490790.4721,3004322693
00:00.0,2871117527,78597.3882,2871196124
00:00.0,2351906275,2678147.235,2354584422
00:00.0,2271356472,117271.2569,2271473744
00:00.0,2456627952,195544.5675,2456823497
00:00.0,2070948647,2796.443379,2070951444
00:00.0,1564601184,1617.160066,1564602801
00:00.0,2127915638,121384.918,2128037023
00:00.0,1562645705,80407.03518,1562726112
00:00.0,1757560550,866876.2037,1758427426
00:00.0,1759387577,48407.14186,1759435984
00:00.0,1685280043,80870.12724,1685360914
00:00.0,2057929648,37125.86645,2057966774
00:00.0,1110266881,60328.93957,1110327210
00:00.0,822047761.4,19257.5442,822067018.9
00:00.0,915454746.7,20307.36123,915475054.1
00:00.0,1811650178,15877.94211,1811666056
00:00.0,1728297063,48233.04076,1728345296
00:00.0,2372295741,21412.15995,2372317153
00:00.0,2996843854,1800.54072,2996845654
00:00.0,1748437344,449054.1638,1748886398
00:00.0,2926573413,44477.62559,2926617890
00:00.0,1369787376,174611.5475,1369961987
00:00.0,1727893616,16863.20459,1727910479
00:00.0,1823854076,41303.10833,1823895379
00:00.0,1653770982,20217.66136,1653791200
00:00.0,1491437893,15701.77941,1491453595
00:00.0,1564768377,58070.65692,1564826447
00:00.0,1776559151,22892.06514,1776582043
00:00.0,775174183.7,20811.46189,775194995.2
00:00.0,531323607.1,24124.52897,531347731.6
00:00.0,940600330.3,103366.3445,940703696.6
00:00.0,1219492289,7829.97144,1219500119
00:00.0,1590563956,1427733.119,1591991689
00:00.0,1374889102,365107.6118,1375254210
00:00.0,675479450.8,11638.18761,675491089
00:00.0,513559877.9,24961.59825,513584839.5
00:00.0,602762028.6,16545.0072,602778573.6
00:00.0,1054829431,22716.39387,1054852148
00:00.0,815948440.8,35129.03253,815983569.9
00:00.0,1373016672,81692.68504,1373098365
00:00.0,917110095.2,43592.36645,917153687.6
00:00.0,2549001819,508586.8076,2549510406
00:00.0,3927019961,109758.9299,3927129720
00:00.0,1659838441,62240.15577,1659900681
00:00.0,1499854354,42815.50177,1499897169
00:00.0,1109054536,14738.77698,1109069275
00:00.0,1151487214,7612.117817,1151494827
00:00.0,1579069714,57371.69829,1579127085
00:00.0,1338511906,282892.7207,1338794798
00:00.0,1716119005,294739.6763,1716413745
00:00.0,532871756.3,37438.00648,532909194.3
00:00.0,773418734.6,108230.5562,773526965.1
00:00.0,590581146.8,26204.42666,590607351.2
00:00.0,857168116,11763.39742,857179879.4
00:00.0,693983141.2,2027.173086,693985168.4
00:00.0,764403251.2,7624.072834,764410875.3
00:00.0,693505548.6,36295.96576,693541844.5
00:00.0,1038300927,22632.72953,1038323560
00:00.0,822785276.5,7479.144884,822792755.7
00:00.0,1206177711,18484.97551,1206196196
00:00.0,1178481741,370644.0841,1178852385
00:00.0,854887141.7,257416.3937,855144558.1
00:00.0,1182673137,101256.2508,1182774394
00:00.0,669552669.3,38399.62127,669591068.9
00:00.0,1309262411,42423.57478,1309304835
00:00.0,1254247221,7671.504919,1254254893
00:00.0,1113271353,51572.05528,1113322925
00:00.0,1165091059,73926.47416,1165164986
00:00.0,1560125766,922951.9883,1561048718
00:00.0,1068744899,301281.2021,1069046181
00:00.0,860379347.1,5769.313144,860385116.4
00:00.0,805607021.3,3141.612426,805610162.9
00:00.0,1384437569,230446.0493,1384668015
00:00.0,1923128409,79133.02042,1923207542
00:00.0,1119550617,34906.35495,1119585523
00:00.0,687441190.5,354259.6933,687795450.2
00:00.0,816309576.4,41971.32875,816351547.7
00:00.0,1512008879,35079.57098,1512043959
00:00.0,1334660482,12103.16627,1334672585
00:00.0,2556899389,20818.76418,2556920207
00:00.0,1315483570,74213.42214,1315557783
00:00.0,2453961199,40283.60186,2454001483
00:00.0,2924353615,21056.09671,2924374671
00:00.0,2510686947,25282.59114,2510712230
00:00.0,2673405368,65704.95055,2673471073
00:00.0,1127390510,0,1127390510
00:00.0,1991322239,28180.86549,1991350420
00:00.0,2896385074,2622.469991,2896387696
00:00.0,4282837013,29552.55587,4282866565
00:00.0,3439610081,328853.4035,3439938934
00:00.0,2667442345,3755.373039,2667446101
00:00.0,2106074639,5600.935225,2106080240
00:00.0,2071162702,68236.62621,2071230938
00:00.0,1986204266,14705.77221,1986218972
00:00.0,1611653589,931.1851423,1611654520
00:00.0,1651855396,3328.382386,1651858725
00:00.0,1092676957,6424.953477,1092683382
00:00.0,1850476500,40127.72303,1850516627
00:00.0,1797014541,150167.7268,1797164708
