DATE,N_TRANSFER,USER,AMOUNT_USD,AMOUNT_ETH,CEX,DEX
00:00.0,27,27,1076544.835,276.1814,coinbase,shibaswap
00:00.0,1,1,34715.52,9,coinbase,uniswap
00:00.0,1,1,29284.35,7.5,coinbase,uniswap
00:00.0,19,19,830080.4895,211.148,coinbase,shibaswap
00:00.0,1,1,26554.37127,6.75,coinbase,sushiswap
00:00.0,5,5,262475.1475,71.91946855,coinbase,uniswap
00:00.0,36,36,3662359.301,994.6105,coinbase,shibaswap
00:00.0,3,3,77047.97548,22.33663385,coinbase,uniswap
00:00.0,1,1,76181.4,22.5,coinbase,sushiswap
00:00.0,38,38,1814096.081,534.4059,coinbase,shibaswap
00:00.0,1,1,20667.89049,5.973016229,coinbase,sushiswap
00:00.0,29,29,1085664.687,309.7155,coinbase,shibaswap
00:00.0,6,6,229089.6843,64.68535855,coinbase,uniswap
00:00.0,1,1,24071.475,7.5,coinbase,sushiswap
00:00.0,33,33,1358883.709,407.2885,coinbase,shibaswap
00:00.0,5,5,133999.9045,39.30796189,coinbase,uniswap
00:00.0,24,24,727984.459,222.4798,coinbase,shibaswap
00:00.0,1,1,23108.616,7.2,coinbase,uniswap
00:00.0,3,3,177321.6993,55.2484941,coinbase,sushiswap
00:00.0,28,28,880245.0403,261.2391,coinbase,shibaswap
00:00.0,3,3,160540.8856,47.38235294,coinbase,sushiswap
00:00.0,16,16,708103.4175,209.931,coinbase,shibaswap
00:00.0,1,1,47700.52,14,coinbase,uniswap
00:00.0,2,2,52989.1787,16.04580311,coinbase,uniswap
00:00.0,40,40,1215365.432,364.8446,coinbase,shibaswap
00:00.0,3,3,115829.6657,33.84308943,coinbase,sushiswap
00:00.0,34,34,1036949.14,302.9756,coinbase,shibaswap
00:00.0,1,1,30289.5675,8.85,coinbase,uniswap
00:00.0,44,44,1699569.879,496.58,coinbase,shibaswap
00:00.0,1,1,106304.9177,31.06015038,coinbase,sushiswap
00:00.0,5,5,142824.4128,41.73040942,coinbase,uniswap
00:00.0,3,3,82141.2,24,coinbase,uniswap
00:00.0,69,69,2456062.608,717.6119,coinbase,shibaswap
00:00.0,2,2,153637.8891,43.59375,coinbase,sushiswap
00:00.0,25,25,781801.9354,223.2071,coinbase,shibaswap
00:00.0,2,2,48374.0519,13.89583342,coinbase,uniswap
00:00.0,1,1,16646.79682,4.966502519,coinbase,sushiswap
00:00.0,33,33,1248985.294,370.9014,coinbase,shibaswap
00:00.0,3,3,86316.99709,25.54219858,coinbase,uniswap
00:00.0,1,1,70811.1,22.5,coinbase,uniswap
00:00.0,26,26,885405.1692,282.1869,coinbase,shibaswap
00:00.0,4,4,116814.3079,38.47942784,coinbase,uniswap
00:00.0,20,20,910225.5817,299.8345,coinbase,shibaswap
00:00.0,1,1,87674.8151,28.88068065,coinbase,sushiswap
00:00.0,1,1,37552.66982,12.37010496,coinbase,uniswap
00:00.0,20,20,617475.1019,203.4005,coinbase,shibaswap
00:00.0,1,1,22620.8624,7.451465991,coinbase,sushiswap
00:00.0,16,16,496524.0484,163.5584,coinbase,shibaswap
00:00.0,1,1,54643.68,18,coinbase,uniswap
00:00.0,17,17,550502.3018,182.7964,coinbase,shibaswap
00:00.0,1,1,38113.9668,12.555,coinbase,sushiswap
00:00.0,23,23,716532.5475,244.4371,coinbase,shibaswap
00:00.0,3,3,87297.99527,29.72089474,coinbase,uniswap
00:00.0,4,4,162692.194,53.93562107,coinbase,uniswap
00:00.0,41,41,1554514.859,521.2399,coinbase,shibaswap
00:00.0,20,20,647477.0512,210.1207,coinbase,shibaswap
00:00.0,2,2,50862.6385,16.75,coinbase,sushiswap
00:00.0,3,3,66384.31698,22.14585567,coinbase,uniswap
00:00.0,1,1,23200.01964,8,coinbase,uniswap
00:00.0,39,39,1320553.315,455.1061,coinbase,shibaswap
00:00.0,1,1,39397.455,13.5,coinbase,sushiswap
00:00.0,3,3,149761.6963,52,coinbase,uniswap
00:00.0,10,10,349823.9112,121.6495,coinbase,shibaswap
00:00.0,10,10,350833.3751,117.5178,coinbase,shibaswap
00:00.0,1,1,38222.1166,12.835,coinbase,uniswap
00:00.0,9,9,290635.0237,94.3314,coinbase,shibaswap
00:00.0,1,1,22848.48832,7.091861456,coinbase,uniswap
00:00.0,15,15,499916.5556,148.0745,coinbase,shibaswap
00:00.0,2,2,56215.3075,16.75,coinbase,sushiswap
00:00.0,2,2,72250.28931,21.87785973,coinbase,uniswap
00:00.0,16,16,511637.7925,149.7241,coinbase,shibaswap
00:00.0,1,1,38600.96989,11.08474734,coinbase,uniswap
00:00.0,1,1,34370.095,10.25,coinbase,uniswap
00:00.0,77,77,5022763.617,1486.8897,coinbase,shibaswap
00:00.0,1,1,117874.1903,33.76671239,coinbase,sushiswap
00:00.0,91,91,5281388.863,1534.1353,coinbase,shibaswap
00:00.0,2,2,69670.098,19.8,coinbase,uniswap
00:00.0,124,124,9130099.845,2605.4967,coinbase,shibaswap
00:00.0,1,1,110588.625,31.5,coinbase,sushiswap
00:00.0,3,3,85513.26725,23.69467854,coinbase,uniswap
00:00.0,121,121,10154566.46,2839.3349,coinbase,shibaswap
00:00.0,1,1,31513.3488,8.7975,coinbase,uniswap
00:00.0,50,50,1890079.441,522.4854,coinbase,shibaswap
00:00.0,19,19,570375.108,158.783,coinbase,shibaswap
00:00.0,7,7,303606.8562,84.5,coinbase,uniswap
00:00.0,2,2,93010.6794,26.17529392,coinbase,uniswap
00:00.0,3,3,260816.5789,72.92212063,coinbase,sushiswap
00:00.0,19,19,781007.5797,220.4553,coinbase,shibaswap
00:00.0,1,1,80318.28706,22.5,coinbase,sushiswap
00:00.0,14,14,805084.6524,227.5829,coinbase,shibaswap
00:00.0,3,3,138921.0506,39.31134213,coinbase,uniswap
00:00.0,1,1,27027.40434,7.75,coinbase,sushiswap
00:00.0,15,15,842985.0787,242.0162,coinbase,shibaswap
00:00.0,2,2,49162.67863,14.01729707,coinbase,uniswap
00:00.0,16,16,704551.6997,202.6735,coinbase,shibaswap
00:00.0,4,4,123035.7688,35.2804635,coinbase,uniswap
00:00.0,3,3,162551.7562,43.55877135,coinbase,uniswap
00:00.0,5,5,301370.6903,80.1152,coinbase,shibaswap
00:00.0,2,2,106965.3,28,coinbase,sushiswap
00:00.0,2,2,113636.6658,29.82141331,coinbase,uniswap
00:00.0,16,16,1027863.06,266.9384,coinbase,shibaswap
00:00.0,18,18,819486.0687,211.1584,coinbase,shibaswap
00:00.0,2,2,56140.42083,14.38333333,coinbase,uniswap
00:00.0,1,1,1106.20237,0.28868172,lcx,uniswap
00:00.0,13,13,963248.5723,254.0846,coinbase,shibaswap
00:00.0,2,2,48799.03311,12.82213619,coinbase,uniswap
00:00.0,1,1,32435.674,8.6,coinbase,sushiswap
00:00.0,2,2,85437.70235,22.92854024,coinbase,uniswap
00:00.0,2,2,66747.6,17.5,coinbase,sushiswap
00:00.0,14,14,781699.3451,207.8661,coinbase,shibaswap
00:00.0,1,1,37426.5,10,shapeshift,uniswap
00:00.0,4,4,168954.8066,44.35,coinbase,uniswap
00:00.0,6,6,388019.6695,101.7794,coinbase,shibaswap
00:00.0,1,1,57750.455,14.5,coinbase,uniswap
00:00.0,1,1,24205.68765,6,coinbase,sushiswap
00:00.0,7,7,265441.2663,68.6058,coinbase,shibaswap
00:00.0,3,3,115312.8531,27.47105631,coinbase,uniswap
00:00.0,4,4,165722.3072,40.30393919,coinbase,sushiswap
00:00.0,17,17,930074.9379,221.8735,coinbase,shibaswap
00:00.0,1,1,41509.9,10,coinbase,uniswap
00:00.0,15,15,681769.3664,169.8604,coinbase,shibaswap
00:00.0,29,29,1231166.927,302.325,coinbase,shibaswap
00:00.0,1,1,24828.5955,6.15,coinbase,uniswap
00:00.0,2,2,80764.945,19.625,coinbase,uniswap
00:00.0,129,129,8110769.315,1993.129,coinbase,shibaswap
00:00.0,19,19,810741.5231,195.1934,coinbase,shibaswap
00:00.0,3,3,1967187.113,475.4624786,swissborg,balancer
00:00.0,2,2,64778.64595,15.39505437,coinbase,sushiswap
00:00.0,3,3,124100.9679,29.95095493,coinbase,uniswap
00:00.0,4,4,131047.1229,30.99333013,coinbase,uniswap
00:00.0,2,2,64916.38926,15.26709277,coinbase,sushiswap
00:00.0,29,29,2194065.146,522.4931,coinbase,shibaswap
00:00.0,4,4,195669.8363,47.88153903,coinbase,uniswap
00:00.0,34,34,3300638.53,807.4671,coinbase,shibaswap
00:00.0,1,1,25971.74914,6.5,coinbase,sushiswap
00:00.0,2,2,96011.74913,23.13333333,coinbase,uniswap
00:00.0,2,2,146307.918,35.38331088,coinbase,sushiswap
00:00.0,33,33,3656785.736,902.9199,coinbase,shibaswap
00:00.0,12,12,1360124.519,310.6607,coinbase,shibaswap
00:00.0,5,5,402475.8122,92.8157,coinbase,shibaswap
00:00.0,5,5,155253.4171,35.59661017,coinbase,uniswap
00:00.0,7,7,214120.7752,49.82749388,coinbase,uniswap
00:00.0,4,4,325105.6741,76.7346,coinbase,shibaswap
00:00.0,6,6,224682.4757,51.90137754,coinbase,uniswap
00:00.0,15,15,1004752.76,231.9946,coinbase,shibaswap
00:00.0,2,2,149323.2891,34.027,coinbase,shibaswap
00:00.0,3,3,142379.9123,31.71011161,coinbase,uniswap
00:00.0,4,4,300478.6419,65.2941,coinbase,shibaswap
00:00.0,2,2,52974.3611,11.61010043,coinbase,uniswap
00:00.0,3,3,403106.9642,88.7934,coinbase,shibaswap
00:00.0,2,2,55023.16378,12.239032,coinbase,uniswap
00:00.0,2,2,80743.01,17.9,coinbase,uniswap
00:00.0,10,10,746767.2898,164.4942,coinbase,shibaswap
00:00.0,1,1,28829.19,6.5,coinbase,sushiswap
00:00.0,5,5,256877.2833,57.9349,coinbase,shibaswap
00:00.0,1,1,23139.83571,5.067857143,coinbase,uniswap
00:00.0,4,4,189480.8655,41.4994,coinbase,shibaswap
00:00.0,1,1,50222.391,10.596,coinbase,shibaswap
00:00.0,4,4,169639.2814,35.39988413,coinbase,uniswap
00:00.0,3,3,123579.4039,25.58383806,coinbase,sushiswap
00:00.0,5,5,996477.869,210.0993,coinbase,shibaswap
00:00.0,1,1,28812.52286,6.074887434,coinbase,uniswap
00:00.0,1,1,24354.86609,5.15754717,coinbase,uniswap
00:00.0,5,5,388800.9444,83.05891876,coinbase,sushiswap
00:00.0,2,2,254312.2211,54.8433,coinbase,shibaswap
00:00.0,1,1,107497.63,23,binance,shibaswap
00:00.0,4,4,157370.9635,33.51886344,coinbase,uniswap
00:00.0,4,4,159272.9736,34.20434066,coinbase,sushiswap
00:00.0,1,1,74755.36827,16.2169,coinbase,shibaswap
00:00.0,1,1,30498.78,6.5,coinbase,uniswap
00:00.0,3,3,111112.1797,23.87953623,coinbase,uniswap
00:00.0,3,3,277842.9678,60.1998,coinbase,shibaswap
00:00.0,1,1,75928.74857,16.1454,coinbase,shibaswap
00:00.0,2,2,99362.56525,21.325,coinbase,uniswap
00:00.0,13,13,1492634.012,340.6234,coinbase,shibaswap
00:00.0,2,2,105902.5411,24.50239988,coinbase,sushiswap
00:00.0,1,1,25527.00335,6,coinbase,uniswap
00:00.0,5,5,277048.9979,65.5212,coinbase,shibaswap
00:00.0,2,2,59580.20757,14.18166388,coinbase,uniswap
00:00.0,1,1,29863.98941,7.131717052,coinbase,sushiswap
00:00.0,1,1,4358.76,1,coinbase,metamask
00:00.0,13,13,1078364.757,247.9221,coinbase,shibaswap
00:00.0,2,2,82065.89687,20.44533862,coinbase,uniswap
00:00.0,8,8,367778.8938,89.7062,coinbase,shibaswap
00:00.0,1,1,48273.62509,11.16514596,coinbase,sushiswap
00:00.0,2,2,80151.17266,18.5788,coinbase,shibaswap
00:00.0,4,4,155783.8094,35.97960907,coinbase,uniswap
00:00.0,1,1,40172.00515,9.1836,coinbase,shibaswap
00:00.0,1,1,60043.17358,13.7338854,coinbase,uniswap
00:00.0,1,1,42338.3,10,coinbase,uniswap
00:00.0,4,4,251310.4772,60.3241,coinbase,shibaswap
00:00.0,3,3,120430.7763,28.91231444,coinbase,sushiswap
00:00.0,1,1,52067.25,12.5,coinbase,uniswap
00:00.0,4,4,200484.3636,46.6647,coinbase,shibaswap
00:00.0,1,1,56982.6556,13.28105959,coinbase,sushiswap
00:00.0,1,1,96687,22.5,coinbase,uniswap
00:00.0,10,10,549029.4082,125.2562,coinbase,shibaswap
00:00.0,1,1,28683.7005,7.05,coinbase,sushiswap
00:00.0,17,17,1001324.788,239.7301,coinbase,shibaswap
00:00.0,2,2,123495.6,30,coinbase,uniswap
00:00.0,3,3,83688.276,20.34838883,coinbase,uniswap
00:00.0,8,8,189149.079,46.1917,coinbase,shibaswap
00:00.0,1,1,24520.0825,5.937626677,coinbase,sushiswap
00:00.0,16,16,792225.3021,195.6721,coinbase,shibaswap
00:00.0,1,1,56380.295,13.7,coinbase,sushiswap
00:00.0,3,3,93815.45512,23.17012971,coinbase,uniswap
00:00.0,2,2,68562.02889,15.47893567,coinbase,uniswap
00:00.0,6,6,363220.1293,80.9212,coinbase,shibaswap
00:00.0,4,4,195515.1241,43.13385734,coinbase,uniswap
00:00.0,2,2,111210.1658,23.70583951,coinbase,uniswap
00:00.0,5,5,325966.7829,68.9976,coinbase,shibaswap
00:00.0,2,2,50834.06758,10.81226233,coinbase,sushiswap
00:00.0,3,3,177515.029,39.31795764,coinbase,uniswap
00:00.0,9,10,708894.1408,156.7930888,coinbase,shibaswap
00:00.0,5,5,431910.9994,97.90629129,coinbase,shibaswap
00:00.0,1,1,82672.92,18,coinbase,sushiswap
00:00.0,6,6,151761.3334,34.08390437,coinbase,uniswap
00:00.0,14,14,1802205.59,448.193654,coinbase,shibaswap
00:00.0,8,8,526373.9516,128.0498105,coinbase,shibaswap
00:00.0,1,1,10108.752,2.4,coinbase,anyswap
00:00.0,1,1,1372.1235,0.33,coinbase,anyswap
00:00.0,5,5,305247.3916,74.35762709,coinbase,shibaswap
00:00.0,9,9,347915.3306,80.1056,coinbase,shibaswap
00:00.0,9,9,339858.0827,78.50007891,coinbase,shibaswap
00:00.0,4,4,157967.0343,36.84864199,coinbase,shibaswap
00:00.0,4,4,688712.8126,168.7503799,coinbase,shibaswap
00:00.0,1,1,30039.64655,7.4636,coinbase,shibaswap
00:00.0,3,3,100732.0436,24.82148596,coinbase,shibaswap
00:00.0,11,11,449292.4406,115.4259605,coinbase,shibaswap
00:00.0,3,3,130621.5715,34.42015509,coinbase,shibaswap
00:00.0,4,4,140498.2505,36.5296,coinbase,shibaswap
00:00.0,1,1,49869.69081,12.43400631,coinbase,shibaswap
00:00.0,7,7,637891.8208,163.5795607,coinbase,shibaswap
00:00.0,2,2,129433.2353,32.92526416,coinbase,shibaswap
00:00.0,3,3,220941.8622,56.44543932,coinbase,shibaswap
00:00.0,5,5,189835.8084,49.5371386,coinbase,shibaswap
00:00.0,5,5,70051.31734,17.46472173,coinbase,shibaswap
00:00.0,9,9,300414.0246,74.61276053,coinbase,shibaswap
00:00.0,1,1,40446.65284,10.00288187,coinbase,shibaswap
00:00.0,6,6,190785.3425,46.86999489,coinbase,shibaswap
00:00.0,3,3,70232.00901,17.25094705,coinbase,shibaswap
00:00.0,5,5,120031.4306,29.69467595,coinbase,shibaswap
00:00.0,3,3,115131.4704,28.12276613,coinbase,shibaswap
00:00.0,7,7,170486.7157,43.48212018,coinbase,shibaswap
00:00.0,5,5,179891.828,47.29718499,coinbase,shibaswap
00:00.0,2,2,150387.3297,40.73868753,coinbase,shibaswap
00:00.0,1,1,75933.40541,20.09793244,coinbase,shibaswap
00:00.0,1,1,50008.75004,13.12834387,coinbase,shibaswap
00:00.0,1,1,152875.578,43.3649,coinbase,shibaswap
00:00.0,7,7,451588.6507,129.7785328,coinbase,shibaswap
00:00.0,16,16,608810.5133,189.4681618,coinbase,shibaswap
00:00.0,16,16,560979.8993,177.8074425,coinbase,shibaswap
00:00.0,13,13,469696.4534,150.012981,coinbase,shibaswap
00:00.0,7,7,261824.967,82.86440404,coinbase,shibaswap
00:00.0,5,5,300498.7775,94.05764051,coinbase,shibaswap
00:00.0,18,18,809211.286,244.5945663,coinbase,shibaswap
00:00.0,17,17,541035.3408,161.3896131,coinbase,shibaswap
00:00.0,11,11,429611.7655,132.3033685,coinbase,shibaswap
00:00.0,9,9,310485.9595,93.2585998,coinbase,shibaswap
00:00.0,1,1,166267.0579,49.9834832,coinbase,balancer
00:00.0,3,3,319593.7219,96.35002387,coinbase,sushiswap
00:00.0,3,3,300243.8573,90.51649277,coinbase,balancer
00:00.0,3,3,110230.3431,33.13986607,coinbase,shibaswap
00:00.0,6,6,200026.1789,61.40312338,coinbase,shibaswap
00:00.0,3,3,100159.3302,31.4066242,coinbase,shibaswap
00:00.0,6,6,209780.7964,67.07992662,coinbase,shibaswap
00:00.0,13,13,400241.0651,126.9488689,coinbase,shibaswap
00:00.0,27,27,1138091.239,427.2574679,coinbase,shibaswap
00:00.0,1,1,457454.2434,157.6977084,coinbase,balancer
00:00.0,27,27,976057.3648,404.222682,coinbase,shibaswap
00:00.0,13,13,419328.3625,171.8462189,coinbase,shibaswap
00:00.0,2,2,372321.4593,168.9569162,coinbase,uniswap
00:00.0,5,5,755630.9859,341.3106519,coinbase,balancer
00:00.0,7,7,235554.3415,101.889406,coinbase,shibaswap
00:00.0,7,7,220620.516,91.17776417,coinbase,shibaswap
00:00.0,5,5,159021.9,63.91314383,coinbase,shibaswap
00:00.0,5,5,150544.1083,62.63164358,coinbase,shibaswap
00:00.0,2,2,60236.07767,25.01334816,coinbase,shibaswap
00:00.0,1,1,40122.82312,15.7360449,coinbase,shibaswap
00:00.0,3,3,100346.1012,38.55235945,coinbase,shibaswap
00:00.0,3,3,90505.59845,35.0862447,coinbase,shibaswap
00:00.0,5,5,160178.8039,58.08180722,coinbase,shibaswap
00:00.0,2,2,70214.3525,25.88059131,coinbase,shibaswap
00:00.0,15,15,409309.6556,154.3517666,coinbase,shibaswap
00:00.0,2,2,59908.57307,20.27708516,coinbase,shibaswap
00:00.0,2,2,49969.89355,16.74397894,coinbase,shibaswap
00:00.0,25,25,799396.3559,265.7369753,coinbase,shibaswap
00:00.0,16,16,540563.4165,177.8555636,coinbase,shibaswap
00:00.0,5,5,200565.0606,64.40858148,coinbase,shibaswap
00:00.0,21,21,710810.7562,226.0588227,coinbase,shibaswap
00:00.0,10,10,329712.6534,104.2584322,coinbase,shibaswap
00:00.0,11,11,369471.2712,121.766636,coinbase,shibaswap
00:00.0,7,7,189890.9416,65.05953846,coinbase,shibaswap
00:00.0,2,2,59778.61282,20.49150316,coinbase,shibaswap
00:00.0,2,2,39957.18274,13.74473834,coinbase,shibaswap
00:00.0,4,4,79987.50461,25.68231626,coinbase,shibaswap
00:00.0,12,12,391388.2611,124.0018036,coinbase,shibaswap
00:00.0,8,8,229782.831,75.21963567,coinbase,shibaswap
00:00.0,10,10,300325.28,104.2186616,coinbase,shibaswap
00:00.0,6,6,161414.9916,57.95517865,coinbase,shibaswap
00:00.0,3,3,70073.46948,26.54085309,coinbase,shibaswap
00:00.0,3,3,100064.5006,36.69113632,coinbase,shibaswap
00:00.0,7,7,220648.3136,85.64254347,coinbase,shibaswap
00:00.0,7,7,197674.2302,74.59281423,coinbase,shibaswap
00:00.0,1,1,33180.52354,12.65292467,coinbase,shibaswap
00:00.0,1,1,30167.10081,10.88730924,coinbase,shibaswap
00:00.0,2,2,59823.48697,21.30905327,coinbase,shibaswap
00:00.0,6,6,83493.83306,29.77887662,coinbase,shibaswap
00:00.0,4,4,95132.65114,36.10068677,coinbase,shibaswap
00:00.0,4,4,97953.25013,33.75381413,coinbase,shibaswap
00:00.0,2,2,60162.82441,20.46720794,coinbase,shibaswap
00:00.0,1,1,29936.84877,11.29845895,coinbase,shibaswap
00:00.0,1,1,29884.5347,11.94712349,coinbase,shibaswap
00:00.0,1,1,29946.33678,8.84884117,coinbase,shibaswap
00:00.0,1,1,30091.72647,8.8048778,coinbase,shibaswap
00:00.0,1,1,29936.87329,8.64742696,coinbase,shibaswap
00:00.0,1,1,30402.41867,10.13127158,coinbase,shibaswap
00:00.0,1,1,29871.0574,10.9551431,coinbase,shibaswap
00:00.0,1,1,29982.68563,10.23885366,coinbase,shibaswap
00:00.0,1,1,30194.46744,13.04094811,coinbase,shibaswap
00:00.0,2,2,24923.08957,10.26170333,coinbase,shibaswap
00:00.0,2,2,59274.46804,30.36113825,coinbase,shibaswap
00:00.0,1,1,40101.24146,19.0366344,coinbase,shibaswap
00:00.0,1,1,15.18723659,0.007258004,okx,uniswap
00:00.0,1,1,523.3336368,0.26,okx,kyberswap
00:00.0,1,1,160.7500803,0.079999,okx,kyberswap
00:00.0,1,1,997.9030559,0.48143948,okx,sushiswap
00:00.0,1,1,502.1285416,0.246526942,okx,sushiswap
00:00.0,1,1,12.56575983,0.006433261,okx,uniswap
00:00.0,1,1,1.021969197,0.000508871,okx,uniswap
00:00.0,1,1,1.023370255,0.000509569,okx,sushiswap
00:00.0,2,2,5.984362874,0.002886465,okx,uniswap
00:00.0,2,2,19.96360899,0.01125991,okx,sushiswap
00:00.0,1,1,8063.775239,4.58606118,coinbase,shibaswap
00:00.0,1,1,4830.174964,2.7446665,coinbase,shibaswap
00:00.0,1,1,0.943445648,0.0005,okx,sushiswap
00:00.0,3,3,139.5326849,0.077,okx,luaswap
00:00.0,1,1,1.834725652,0.001,okx,shibaswap
00:00.0,1,1,169.4903289,0.092683,okx,shibaswap
00:00.0,2,2,123.8455811,0.070284,okx,shibaswap
00:00.0,2,2,3203.888943,1.785748,okx,uniswap
00:00.0,3,3,569.339229,0.317965,okx,shibaswap
00:00.0,4,4,938.8411824,0.5012,okx,shibaswap
00:00.0,3,3,494.2832423,0.262102,okx,uniswap
00:00.0,1,1,1.752329006,0.001,okx,shibaswap
00:00.0,2,2,3.483678958,0.002,okx,luaswap
00:00.0,3,3,6240.249979,3.536434,okx,uniswap
00:00.0,4,4,449.6892932,0.254845,okx,shibaswap
00:00.0,2,2,3815.763,2.1,okx,uniswap
00:00.0,2,2,107.4145737,0.06,okx,luaswap
00:00.0,3,3,380.0046859,0.209403,okx,shibaswap
00:00.0,1,1,26.8434,0.015,okx,uniswap
00:00.0,2,2,450.6572622,0.251902,okx,shibaswap
00:00.0,1,1,148.2425885,0.083704,okx,sushiswap
00:00.0,5,5,327.2492094,0.208067,okx,luaswap
00:00.0,1,1,1238.592879,0.742996191,okx,shibaswap
00:00.0,3,3,686.3349777,0.462882,okx,uniswap
00:00.0,3,3,4982.635234,3.32263009,okx,shibaswap
00:00.0,1,1,312.3738389,0.254,okx,sushiswap
00:00.0,1,1,1002.777814,0.815584792,okx,shibaswap
00:00.0,1,1,404.2501693,0.34,okx,uniswap
00:00.0,1,1,260.6367902,0.204322,okx,luaswap
00:00.0,4,4,243.46952,0.205199,okx,luaswap
00:00.0,1,1,12.1836,0.01,okx,sushiswap
00:00.0,2,2,1019.069628,0.844378312,okx,shibaswap
00:00.0,4,4,8.431883104,0.007578,okx,shibaswap
00:00.0,1,1,4700.28,4,okx,uniswap
00:00.0,4,4,139.9838188,0.131047,okx,luaswap
00:00.0,2,2,108.91014,0.099,okx,sushiswap
00:00.0,4,4,509.8372981,0.441578,okx,shibaswap
00:00.0,10,10,203.2703725,0.175865,okx,luaswap
00:00.0,7,7,14.39910209,0.013311,okx,luaswap
00:00.0,1,1,303.8109799,0.280996846,okx,uniswap
00:00.0,7,7,1846.194102,1.715786427,okx,shibaswap
00:00.0,2,2,23.54501789,0.02338,okx,sushiswap
00:00.0,1,1,488.6261082,0.493061,okx,uniswap
00:00.0,2,2,719.4857909,0.75,okx,luaswap
00:00.0,1,1,331.2496375,0.291018,okx,shibaswap
00:00.0,1,1,398.7971,0.37,okx,luaswap
00:00.0,1,1,0.001119632,0.000001,okx,uniswap
00:00.0,2,2,71.70798601,0.062,okx,shibaswap
00:00.0,4,4,182.5705333,0.15906,okx,luaswap
00:00.0,4,4,268.5130631,0.231781,okx,shibaswap
00:00.0,1,1,114.7259507,0.1,okx,sushiswap
00:00.0,4,4,657.5955755,0.57215,okx,uniswap
00:00.0,2,2,2.19681,0.002,okx,sushiswap
00:00.0,3,3,32.82807,0.031,okx,uniswap
00:00.0,3,3,418.7989796,0.387899,okx,shibaswap
00:00.0,2,2,12.09663709,0.010919,okx,uniswap
00:00.0,1,1,689.2663596,0.602074,okx,sushiswap
00:00.0,2,2,12.493087,0.0113,okx,luaswap
00:00.0,12,12,9822.957555,8.849416722,okx,shibaswap
00:00.0,1,1,0.137706283,0.00012,okx,shibaswap
00:00.0,3,3,1047.82887,0.855,okx,uniswap
00:00.0,2,2,48.47122665,0.04,okx,luaswap
00:00.0,1,1,78.50458305,0.063495,okx,shibaswap
00:00.0,2,2,1.334220368,0.0011,okx,luaswap
00:00.0,1,1,3.6929325,0.003,okx,sushiswap
00:00.0,2,2,167.8380966,0.137343,okx,shibaswap
00:00.0,5,5,9991.581759,8.35367,okx,uniswap
00:00.0,1,1,724.086,0.6,okx,uniswap
00:00.0,2,2,854.2157044,0.748217,okx,shibaswap
00:00.0,1,1,11.7303506,0.01,okx,luaswap
00:00.0,4,4,46.04309011,0.041,okx,luaswap
00:00.0,2,2,8.8796373,0.007809,okx,sushiswap
00:00.0,2,2,3834.276079,3.35,okx,uniswap
00:00.0,2,2,683.703423,0.65,okx,uniswap
00:00.0,4,4,103.8749104,0.101013,okx,luaswap
00:00.0,1,1,8.072384815,0.008,okx,shibaswap
00:00.0,1,1,56.12818243,0.054281,okx,uniswap
00:00.0,2,2,2.06806,0.002,okx,luaswap
00:00.0,2,2,565.269044,0.546666,okx,shibaswap
00:00.0,2,2,58.30998573,0.056391,okx,luaswap
00:00.0,4,4,1418.617812,1.371931,okx,uniswap
00:00.0,2,2,190.8643595,0.184583,okx,shibaswap
00:00.0,1,1,6.02942893,0.005831,okx,luaswap
00:00.0,1,1,103.403,0.1,coinbase,sushiswap
00:00.0,1,1,103.403,0.1,coinbase,uniswap
00:00.0,4,4,27.70373176,0.026792,okx,shibaswap
00:00.0,6,6,810.6970513,0.784016954,okx,uniswap
00:00.0,1,1,0.00103403,0.000001,okx,sushiswap
00:00.0,1,1,25.33166694,0.024498,okx,shibaswap
00:00.0,2,2,11.61112287,0.011229,okx,luaswap
00:00.0,7,7,3676.347867,3.555359,okx,uniswap
00:00.0,5,5,1053.905134,1.019221042,okx,shibaswap
00:00.0,1,1,10.3403,0.01,okx,sushiswap
00:00.0,6,6,199.671193,0.1931,okx,luaswap
00:00.0,2,2,113.3731598,0.10001,okx,luaswap
00:00.0,1,1,571.305,0.5,coinbase,uniswap
00:00.0,2,2,557.0684,0.49,okx,uniswap
00:00.0,3,3,70.43734924,0.0619,okx,shibaswap
00:00.0,6,6,343.1487791,0.28771944,okx,uniswap
00:00.0,4,4,1.428118385,0.00121,okx,luaswap
00:00.0,2,2,48.46032706,0.041,okx,shibaswap
00:00.0,2,2,1231.138635,1.007715,okx,sushiswap
00:00.0,4,4,195.7037963,0.15864,okx,shibaswap
00:00.0,6,6,1147.18794,0.935164,okx,uniswap
00:00.0,7,7,54.15035378,0.043808,okx,luaswap
00:00.0,1,1,487.1468822,0.4,okx,shibaswap
00:00.0,1,1,0.610520622,0.0005,okx,sushiswap
00:00.0,2,2,974.5536891,0.8,okx,uniswap
00:00.0,3,3,180.4306974,0.152,okx,uniswap
00:00.0,3,3,929.6455379,0.81,okx,sushiswap
00:00.0,2,2,57.17790076,0.05,okx,shibaswap
00:00.0,3,3,650.4594744,0.566495687,okx,uniswap
00:00.0,6,6,302.7166554,0.264784198,okx,luaswap
00:00.0,2,2,113.2296638,0.108646,okx,uniswap
00:00.0,5,5,0.443585203,0.00041,okx,shibaswap
00:00.0,7,7,94.13879287,0.088608,okx,luaswap
