DATE,N_TRANSFER,USER,AMOUNT_USD,AMOUNT_ETH,CEX,DEX
2021-03-17 00:00:00.000,23,23,346453.757745369,192.357984035,coinbase,uniswap
2021-03-17 00:00:00.000,2,2,27408.518804034,15.335342866,coinbase,sushiswap
2021-03-18 00:00:00.000,25,25,599911.101259845,328.462858259,coinbase,uniswap
2021-03-18 00:00:00.000,1,1,21135.553854875,11.813323316,coinbase,sushiswap
2021-03-19 00:00:00.000,1,1,1801.680487997,1,swissborg,balancer
2021-03-19 00:00:00.000,29,29,511762.299338165,284.399090645,coinbase,uniswap
2021-03-19 00:00:00.000,2,2,30368.697594702,16.779798861,coinbase,sushiswap
2021-03-20 00:00:00.000,1,1,2750070.63849528,1485.142143423,swissborg,balancer
2021-03-20 00:00:00.000,26,26,413707.792226479,224.238939791,coinbase,uniswap
2021-03-21 00:00:00.000,6,6,180215.758754368,100.467539057,coinbase,sushiswap
2021-03-21 00:00:00.000,22,22,409256.536939421,228.720304715,coinbase,uniswap
2021-03-22 00:00:00.000,26,26,484944.962606691,272.987600618,coinbase,uniswap
2021-03-22 00:00:00.000,1,1,15794.487133794,8.842834407,coinbase,sushiswap
2021-03-23 00:00:00.000,1,1,7509.11682048,4.417491198,coinbase,sushiswap
2021-03-23 00:00:00.000,17,17,352791.933699599,207.671216364,coinbase,uniswap
2021-03-24 00:00:00.000,19,19,366701.014042422,215.229617291,coinbase,uniswap
2021-03-24 00:00:00.000,6,6,98820.416229892,58.066074427,coinbase,sushiswap
2021-03-25 00:00:00.000,3,3,42150.307679965,24.727805587,coinbase,sushiswap
2021-03-25 00:00:00.000,7,7,125595.406361696,73.681521251,coinbase,uniswap
2021-03-26 00:00:00.000,18,18,234326.788349889,146.762353326,coinbase,uniswap
2021-03-26 00:00:00.000,2,2,39205.628502886,24.555068344,coinbase,sushiswap
2021-03-27 00:00:00.000,23,23,388140.692684538,237.892490375,coinbase,uniswap
2021-03-28 00:00:00.000,1,1,8438.69452576,5.172098917,coinbase,sushiswap
2021-03-28 00:00:00.000,17,17,280293.54741375,171.792680559,coinbase,uniswap
2021-03-29 00:00:00.000,22,22,334863.85850201,196.320573056,coinbase,uniswap
2021-03-29 00:00:00.000,2,2,40137.275095301,23.447531639,coinbase,sushiswap
2021-03-30 00:00:00.000,21,21,379418.331486114,221.649907991,coinbase,uniswap
2021-03-31 00:00:00.000,1,1,17831.956593617,9.658156355,coinbase,sushiswap
2021-03-31 00:00:00.000,13,13,195035.785132777,104.444221117,coinbase,uniswap
2021-04-01 00:00:00.000,35,35,759168.239609252,389.19530846,coinbase,uniswap
2021-04-01 00:00:00.000,1,1,12337.506241212,6.306228494,coinbase,sushiswap
2021-04-02 00:00:00.000,25,25,485698.465387006,237.674707619,coinbase,uniswap
2021-04-03 00:00:00.000,37,37,768854.555665417,367.410586632,coinbase,uniswap
2021-04-03 00:00:00.000,1,1,19226.450431915,9.099726809,coinbase,sushiswap
