AuthorID,Author,Date,Content,Attachments,Reactions,
4.56227E+17,Deleted User,2021-09-10T05:48:46.6040000-04:00,Good to meet you and the rest here too. 👍,,,
6.62233E+17,lenelle,2021-09-10T05:49:26.4100000-04:00,You can also mute them by assigning the role to their name,,,
6.63105E+17,sonic9082,2021-09-10T05:49:49.8840000-04:00,:waystoearnbitcoin:,,,
4.56227E+17,Deleted User,2021-09-10T05:50:26.3360000-04:00,"If you press the puppet on the top right you can see the users list, Toni is among them as a ""verified user"".",,,
6.62233E+17,lenelle,2021-09-10T05:50:29.4960000-04:00,We have auto moderation in place. I don't think the Angels here will be busy muting users because there are only so many phone numbers and email verifications + Captcha hoops they have to jump just to get back with a new account.,,,
6.63105E+17,sonic9082,2021-09-10T05:51:26.4290000-04:00,Allright 😁😁😁,,,
6.62233E+17,lenelle,2021-09-10T05:51:45.9580000-04:00,There is a history behind this statement 🙂,,,
6.62233E+17,lenelle,2021-09-10T05:53:57.6820000-04:00,"Have fun guys, I'm off for a bit celebrating my son's birthday. Will be back on and off to check in",,,
4.56227E+17,Deleted User,2021-09-10T05:57:02.3000000-04:00,Happy birthday party 🎉 🎊,,❤️ (1),
5.22879E+17,jesuslvivas,2021-09-10T06:43:29.1210000-04:00,Joined the server.,,,
5.22879E+17,jesuslvivas,2021-09-10T06:50:35.2700000-04:00,Joined the server.,,,
5.22879E+17,jesuslvivas,2021-09-10T06:53:16.5440000-04:00,hello everyone,,,
8.47502E+17,kenneth.binance0549,2021-09-10T06:57:48.1690000-04:00,Joined the server.,,,
4.56227E+17,Deleted User,2021-09-10T07:07:21.2650000-04:00,👋,,,
8.85436E+17,MEE6,2021-09-10T08:01:02.5330000-04:00,"KYC Myths VS Truths Promotion - $10,000 in BNB to Be Won!

https://www.binance.com/en/support/announcement/611a8fb4286f40ad9824edff17f1116a",,,
5.22879E+17,jesuslvivas,2021-09-10T08:08:25.9240000-04:00,👌,,,
4.56227E+17,Deleted User,2021-09-10T08:38:15.6010000-04:00,"Thanks again. I still have this ""rate limited"" problem when I try to talk to the captcha bot. Will try it again tomorrow or the other day",,,
8.34795E+17,mishikoua,2021-09-10T09:05:07.2250000-04:00,Joined the server.,,,
8.34795E+17,mishikoua,2021-09-10T09:17:35.0970000-04:00,Joined the server.,,,
8.34795E+17,mishikoua,2021-09-10T09:19:31.9910000-04:00,👋,,,
8.34795E+17,mishikoua,2021-09-10T09:19:51.5080000-04:00,Hello from Ukrainian Angels,,,
6.62233E+17,lenelle,2021-09-10T10:16:32.0390000-04:00,https://tenor.com/view/jonah-hill-yay-african-child-screaming-shouting-gif-7212866,,,
8.85436E+17,MEE6,2021-09-10T20:01:32.8430000-04:00,"KYC Myths VS Truths Promotion - $10,000 in BNB to Be Won!

https://www.binance.com/en/support/announcement/611a8fb4286f40ad9824edff17f1116a",,,
8.85436E+17,MEE6,2021-09-13T02:01:07.6750000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.23841E+17,binanciera.bnb,2021-09-13T05:02:00.5190000-04:00,Joined the server.,,,
6.62233E+17,lenelle,2021-09-13T05:27:34.6940000-04:00,@Binanciera Hello!,,,
8.85436E+17,MEE6,2021-09-13T05:27:45.9690000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.23841E+17,binanciera.bnb,2021-09-13T05:31:22.8210000-04:00,Hi,,,
6.62233E+17,lenelle,2021-09-13T05:31:36.1430000-04:00,It works and you are in?,,,
8.23841E+17,binanciera.bnb,2021-09-13T05:40:13.5750000-04:00,Am I the only one that had to download the audio captcha from the captcha bot?,,,
8.23841E+17,binanciera.bnb,2021-09-13T05:40:29.9280000-04:00,The code on the image wouldn't work,,,
6.62233E+17,lenelle,2021-09-13T05:42:56.3490000-04:00,"Riding on the same message, if anyone has got this problem. Please DM or reply here with 

1. Screen shots
2. Step by step on how you encounter this problem
3. As many other details as possible so I can try to replicate and look into this. 

Thanks all",,,
8.85436E+17,MEE6,2021-09-13T06:01:19.7400000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.85436E+17,MEE6,2021-09-13T08:01:05.6760000-04:00,"Learn how to build your crypto portfolio from scratch, identify promising trends and opportunities and choose cryptocurrencies that meet your risk appetite.

Watch ""Responsible Trading Summer Camp: How To Manage & Grow Your Crypto"" here: https://www.youtube.com/watch?v=0zLPQms6tH8",,,
8.34795E+17,mishikoua,2021-09-13T08:19:30.8050000-04:00,Captcha work's good for me on image. No problems :ex_binance:,,,
8.85436E+17,MEE6,2021-09-13T08:19:49.0410000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.85107E+17,killuabnb,2021-09-13T08:23:52.4760000-04:00,Captcha was working fine with me,,,
8.85436E+17,MEE6,2021-09-13T09:01:06.6010000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
4.56227E+17,Deleted User,2021-09-13T13:47:36.0240000-04:00,@SONIC wanna kick me again?🙂,,,
8.85436E+17,MEE6,2021-09-13T13:47:56.8540000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.85436E+17,MEE6,2021-09-13T20:01:25.6300000-04:00,"Learn how to build your crypto portfolio from scratch, identify promising trends and opportunities and choose cryptocurrencies that meet your risk appetite.

Watch ""Responsible Trading Summer Camp: How To Manage & Grow Your Crypto"" here: https://www.youtube.com/watch?v=0zLPQms6tH8",,,
8.84262E+17,crispyk0525,2021-09-14T01:01:23.4810000-04:00,Joined the server.,,,
8.84262E+17,crispyk0525,2021-09-14T02:30:19.0820000-04:00,Joined the server.,,,
8.84262E+17,crispyk0525,2021-09-14T02:32:21.1910000-04:00,Joined the server.,,,
6.62233E+17,lenelle,2021-09-16T01:36:32.0460000-04:00,@CrispyK Chat Timestamp testing.,,,
8.85436E+17,MEE6,2021-09-16T01:37:36.9990000-04:00,"Learn how to build your crypto portfolio from scratch, identify promising trends and opportunities and choose cryptocurrencies that meet your risk appetite.

Watch ""Responsible Trading Summer Camp: How To Manage & Grow Your Crypto"" here: https://www.youtube.com/watch?v=0zLPQms6tH8",,,
8.87934E+17,melonhead3291,2021-09-16T01:45:57.1630000-04:00,Joined the server.,,,
8.85436E+17,MEE6,2021-09-16T01:47:55.8500000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.85107E+17,killuabnb,2021-09-16T02:17:50.2880000-04:00,I found the bot messages quite annoying on discord ~ takes too much space.,,,
6.62233E+17,lenelle,2021-09-16T02:19:06.0820000-04:00,It will be changed later on once we go public. The interval will be much longer.,,,
8.85107E+17,killuabnb,2021-09-16T02:19:45.1260000-04:00,"Alright, that's good",,,
6.62233E+17,lenelle,2021-09-16T02:20:25.2520000-04:00,The auto message was stopped for some reason and so I went back and re-activated it to ensure it is working.,,,
8.85436E+17,MEE6,2021-09-16T02:21:14.0950000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
7.96706E+17,kori6268,2021-09-16T03:28:55.5610000-04:00,Joined the server.,,,
5.72517E+17,davidangel5523,2021-09-16T03:33:40.3600000-04:00,Joined the server.,,,
5.72517E+17,davidangel5523,2021-09-16T03:34:19.5670000-04:00,Hello it is David from france,,,
7.96706E+17,kori6268,2021-09-16T03:34:54.2410000-04:00,Hey 🙂,,,
6.62233E+17,lenelle,2021-09-16T03:35:02.5230000-04:00,https://tenor.com/view/hey-tom-hanks-forrest-gump-gif-5114770,,,
5.72517E+17,davidangel5523,2021-09-16T03:35:37.6850000-04:00,https://tenor.com/view/mr-bean-cestbon-bon-gif-5033885,,,
8.85436E+17,MEE6,2021-09-16T04:01:07.2390000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.47502E+17,kenneth.binance0549,2021-09-16T04:27:37.1980000-04:00,https://tenor.com/view/dog-pug-gif-8128885,,,
8.85436E+17,MEE6,2021-09-16T06:00:54.8230000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
7.65513E+17,onvxthebirth,2021-09-16T06:23:07.0290000-04:00,Joined the server.,,,
7.65513E+17,onvxthebirth,2021-09-16T06:29:55.7530000-04:00,Joined the server.,,,
8.85436E+17,MEE6,2021-09-16T08:01:16.3580000-04:00,"Learn how to build your crypto portfolio from scratch, identify promising trends and opportunities and choose cryptocurrencies that meet your risk appetite.

Watch ""Responsible Trading Summer Camp: How To Manage & Grow Your Crypto"" here: https://www.youtube.com/watch?v=0zLPQms6tH8",,,
4.56227E+17,Deleted User,2021-09-16T08:52:43.3950000-04:00,Joined the server.,,,
8.84262E+17,crispyk0525,2021-09-16T08:56:17.6360000-04:00,Joined the server.,,,
8.84262E+17,crispyk0525,2021-09-16T09:01:05.9080000-04:00,Re-registration chat test!,,,
8.85436E+17,MEE6,2021-09-16T09:01:39.2780000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
7.06431E+17,jasminezzz9151,2021-09-16T09:01:57.9490000-04:00,Joined the server.,,,
7.06431E+17,jasminezzz9151,2021-09-16T09:02:48.2230000-04:00,test test test,,,
7.06431E+17,jasminezzz9151,2021-09-16T09:03:28.0630000-04:00,Joined the server.,,,
7.06431E+17,jasminezzz9151,2021-09-16T09:04:22.1370000-04:00,Joined the server.,,,
7.06431E+17,jasminezzz9151,2021-09-16T09:04:43.7910000-04:00,Test test test,,,
8.84262E+17,crispyk0525,2021-09-16T09:06:38.3190000-04:00,Joined the server.,,,
8.84262E+17,crispyk0525,2021-09-16T09:08:07.4280000-04:00,Test (VPN- USA) - PC,,,
8.85436E+17,MEE6,2021-09-16T10:01:06.1480000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
8.85436E+17,MEE6,2021-09-16T20:01:15.1630000-04:00,"Learn how to build your crypto portfolio from scratch, identify promising trends and opportunities and choose cryptocurrencies that meet your risk appetite.

Watch ""Responsible Trading Summer Camp: How To Manage & Grow Your Crypto"" here: https://www.youtube.com/watch?v=0zLPQms6tH8",,,
6.99544E+17,demos76,2021-09-17T02:42:46.0120000-04:00,Joined the server.,,,
5.59154E+17,sebastien1798,2021-09-17T02:43:12.8190000-04:00,Joined the server.,,,
5.96776E+17,umairnauman,2021-09-17T02:45:24.6310000-04:00,Joined the server.,,,
2.89864E+17,loicjum,2021-09-17T02:49:21.3390000-04:00,Joined the server.,,,
5.72517E+17,davidangel5523,2021-09-17T02:51:23.8610000-04:00,Hello everyone !!,,,
8.85436E+17,MEE6,2021-09-17T02:51:50.6820000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
7.3298E+17,dorian_bnu,2021-09-17T02:56:24.6670000-04:00,Joined the server.,,,
2.89864E+17,loicjum,2021-09-17T02:57:47.9620000-04:00,Hi everyone !!,,,
7.3298E+17,dorian_bnu,2021-09-17T03:01:13.2970000-04:00,Joined the server.,,,
7.3298E+17,dorian_bnu,2021-09-17T03:03:04.3930000-04:00,Hi !,,,
8.60779E+17,semeerkv,2021-09-17T03:03:08.5340000-04:00,Joined the server.,,,
7.49595E+17,samiult2,2021-09-17T03:03:46.5720000-04:00,Joined the server.,,,
7.98464E+17,ferces28,2021-09-17T03:06:54.0300000-04:00,Joined the server.,,,
7.62048E+17,kenny_kko,2021-09-17T03:07:12.3500000-04:00,Joined the server.,,,
5.87562E+17,jovitho,2021-09-17T03:09:17.6330000-04:00,Joined the server.,,,
3.46741E+17,kedieo,2021-09-17T03:13:42.9500000-04:00,Joined the server.,,,
4.09076E+17,pr12568,2021-09-17T03:14:51.8540000-04:00,Joined the server.,,,
5.87562E+17,jovitho,2021-09-17T03:17:45.0760000-04:00,Joined the server.,,,
4.56227E+17,Deleted User,2021-09-17T03:18:40.0960000-04:00,https://c.tenor.com/Y8TRAK82_s4AAAAM/bill-nye.gif,,,
7.76569E+17,aymb,2021-09-17T03:22:29.5300000-04:00,Joined the server.,,,
6.96782E+17,a.rhythm,2021-09-17T03:23:04.0120000-04:00,Joined the server.,,,
4.67418E+17,rylorin,2021-09-17T03:26:09.6190000-04:00,Joined the server.,,,
2.37318E+17,oriondeimos,2021-09-17T03:37:12.1590000-04:00,Joined the server.,,,
2.37318E+17,oriondeimos,2021-09-17T03:37:33.6130000-04:00,hi,,,
7.3298E+17,dorian_bnu,2021-09-17T03:39:02.9540000-04:00,👋,,,
8.86605E+17,jonathansimon9739,2021-09-17T03:41:52.4530000-04:00,Joined the server.,,,
5.72517E+17,davidangel5523,2021-09-17T03:51:03.4120000-04:00,Welcome everyone !!,,,
1.06362E+17,pinkman0451,2021-09-17T03:54:24.4390000-04:00,Joined the server.,,,
8.85436E+17,MEE6,2021-09-17T04:01:19.9400000-04:00,"❗️ Important Reminder ❗️

�?There is NO official Binance Customer Support on Discord.

⛔️ Anyone that claims to be Binance Customer Service and messages you first in a private message is a scammer. If anyone asks you to send money to any address, they are also trying to scam you and should be ignored. Please report these users immediately.

😇 Our Binance Angels are moderators of this server and can point you to the right resources, but they don't provide technical support. Angels will not PM you first. Beware of imposters.

➡️ If you are in need of assistance, you can reach out to our Live Chat Support Team by Tapping 👉 Here! (https://www.binance.com/en/chat)
If you are still confused regarding how to contact Support, See this How-To 👉 Video (https://www.youtube.com/watch?v=-VelozCwX28&t=5s)
You may also want to read how the New support system works (https://www.binance.com/en/support/announcement/c5554bd4a2d8434082f4f9a08a524c8b)

Reminder:

The Binance Discord Server is a platform for discussion.
- Advertising coins or projects unaffiliated with Binance CEX result in a kick/ban.
- Offensive imagery/language > Ban
- Animated emoji spammer will be muted/kicked/banned (As the case may be)
- Massive shilling (rockets, moon) and senseless dropping of coin names will be punished also.
- No PM, DM, message me
- No trading advice. No buy ABC, no sell XYZ.
- No links to groups/websites unrelated to Binance.

Thank you and happy chatting!",,,
1.65557E+17,mickkey_,2021-09-17T04:15:07.3780000-04:00,Joined the server.,,,
4.56227E+17,Deleted User,2021-09-17T04:16:06.1210000-04:00,Joined the server.,,,
8.88335E+17,lesyshyn,2021-09-17T04:16:25.4240000-04:00,Joined the server.,,,
8.76823E+17,ismaelrubiosianez8010,2021-09-17T04:17:50.0670000-04:00,Joined the server.,,,
8.88335E+17,lesyshyn,2021-09-17T04:20:34.5550000-04:00,Joined the server.,,,
8.76823E+17,ismaelrubiosianez8010,2021-09-17T04:25:01.2470000-04:00,Joined the server.,,,
5.22879E+17,jesuslvivas,2021-09-17T04:25:29.2200000-04:00,Hello everyone!!!!! 👏👏👏👏,,,
8.88335E+17,lesyshyn,2021-09-17T04:31:01.8090000-04:00,When will we be allowed to create our own NFT?,,,
